experiment simulation item wn word enctime ecc freq1
GG-EXP1 28 SUBJECT-REL 11 "for" 18 1.912790471328423D0 0.0037 
GG-EXP1 28 SUBJECT-REL 12 "the" 36 3.429645167076241D0 0.0037 
GG-EXP1 28 SUBJECT-REL 13 "story" 34 2.2067213998730653D0 0.0037 
GG-EXP1 28 SUBJECT-REL 14 "*" 42 3.9477654091598775D0 0.0037 
GG-EXP1 28 OBJECT-REL 1 "the" 22 1.6549567979973736D0 0.0037 
GG-EXP1 28 OBJECT-REL 2 "reporter" 62 4.088772091886723D0 0.0037 
GG-EXP1 28 OBJECT-REL 3 "who" 17 1.9905052641417758D0 0.0037 
GG-EXP1 28 OBJECT-REL 4 "the" 19 1.4481456424430705D0 0.0037 
GG-EXP1 28 OBJECT-REL 2 "reporter" 25 2.1313785705235735D0 0.0037 
GG-EXP1 28 OBJECT-REL 3 "who" 21 2.2312213689895066D0 0.0037 
GG-EXP1 28 OBJECT-REL 4 "the" 15 1.605639845323351D0 0.0037 
GG-EXP1 28 OBJECT-REL 5 "photographer" 55 4.874702625462236D0 0.0037 
GG-EXP1 28 OBJECT-REL 6 "sent" 40 4.196877296628335D0 0.0037 
GG-EXP1 28 OBJECT-REL 7 "to" 96 5.276642147661743D0 0.0037 
GG-EXP1 28 OBJECT-REL 8 "the" 16 0.6303078276223988D0 0.0037 
GG-EXP1 28 OBJECT-REL 9 "editor" 33 2.7009544977832634D0 0.0037 
GG-EXP1 28 OBJECT-REL 10 "hoped" 136 5.695266859973941D0 0.0037 
GG-EXP1 28 OBJECT-REL 11 "for" 17 1.2763011248245304D0 0.0037 
GG-EXP1 28 OBJECT-REL 12 "the" 43 2.6272826966694867D0 0.0037 
GG-EXP1 28 OBJECT-REL 13 "story" 19 2.269857647437313D0 0.0037 
GG-EXP1 28 OBJECT-REL 14 "*" 20 1.4233975527100848D0 0.0037 
GG-EXP1 29 SUBJECT-REL 1 "the" 24 1.6177206819959704D0 0.0037 
GG-EXP1 29 SUBJECT-REL 2 "reporter" 26 2.4389979953959826D0 0.0037 
GG-EXP1 29 SUBJECT-REL 3 "who" 93 4.869065129138485D0 0.0037 
GG-EXP1 29 SUBJECT-REL 4 "sent" 18 1.6436978889408351D0 0.0037 
GG-EXP1 29 SUBJECT-REL 5 "the" 53 3.504191996513584D0 0.0037 
GG-EXP1 29 SUBJECT-REL 6 "photographer" 44 2.889481363807074D0 0.0037 
GG-EXP1 29 SUBJECT-REL 7 "to" 81 5.800130795942921D0 0.0037 
GG-EXP1 29 SUBJECT-REL 8 "the" 15 1.4452717614844193D0 0.0037 
GG-EXP1 29 SUBJECT-REL 9 "editor" 51 3.418883433315671D0 0.0037 
GG-EXP1 29 SUBJECT-REL 10 "hoped" 129 6.465213388923779D0 0.0037 
GG-EXP1 29 SUBJECT-REL 11 "for" 14 1.2324099082755782D0 0.0037 
GG-EXP1 29 SUBJECT-REL 12 "the" 32 2.753516483090277D0 0.0037 
GG-EXP1 29 SUBJECT-REL 13 "story" 76 4.441734233604951D0 0.0037 
GG-EXP1 29 SUBJECT-REL 14 "*" 23 1.5518387691358033D0 0.0037 
GG-EXP1 29 OBJECT-REL 1 "the" 18 1.479255767870678D0 0.0037 
GG-EXP1 29 OBJECT-REL 2 "reporter" 40 3.1088893893246365D0 0.0037 
GG-EXP1 29 OBJECT-REL 3 "who" 177 6.246478995469952D0 0.0037 
GG-EXP1 29 OBJECT-REL 4 "the" 21 1.9036872095780022D0 0.0037 
GG-EXP1 29 OBJECT-REL 5 "photographer" 31 3.1285151030736316D0 0.0037 
GG-EXP1 29 OBJECT-REL 6 "sent" 182 6.643341354102934D0 0.0037 
GG-EXP1 29 OBJECT-REL 6 "sent" 10 0.33760254288711106D0 0.0037 
GG-EXP1 29 OBJECT-REL 7 "to" 16 1.7553939914286845D0 0.0037 
GG-EXP1 29 OBJECT-REL 8 "the" 42 2.8042974137931513D0 0.0037 
GG-EXP1 29 OBJECT-REL 9 "editor" 77 4.861628187929425D0 0.0037 
GG-EXP1 29 OBJECT-REL 10 "hoped" 43 2.7551307529477302D0 0.0037 
GG-EXP1 29 OBJECT-REL 11 "for" 47 3.9978927539098703D0 0.0037 
GG-EXP1 29 OBJECT-REL 12 "the" 98 5.147890763967291D0 0.0037 
GG-EXP1 29 OBJECT-REL 13 "story" 37 2.347858542439717D0 0.0037 
GG-EXP1 29 OBJECT-REL 14 "*" 36 3.876026870771906D0 0.0037 
GG-EXP1 30 SUBJECT-REL 1 "the" 21 1.4480126125063884D0 0.0037 
GG-EXP1 30 SUBJECT-REL 2 "reporter" 78 4.1844280358878505D0 0.0037 
GG-EXP1 30 SUBJECT-REL 3 "who" 29 1.8590229137013945D0 0.0037 
GG-EXP1 30 SUBJECT-REL 4 "sent" 17 1.9129461684507305D0 0.0037 
GG-EXP1 30 SUBJECT-REL 5 "the" 68 4.457101784488593D0 0.0037 
GG-EXP1 30 SUBJECT-REL 6 "photographer" 124 5.735848341359827D0 0.0037 
GG-EXP1 30 SUBJECT-REL 7 "to" 66 3.880127923687164D0 0.0037 
GG-EXP1 30 SUBJECT-REL 8 "the" 21 1.190168993929917D0 0.0037 
GG-EXP1 30 SUBJECT-REL 9 "editor" 19 2.0405685621913414D0 0.0037 
GG-EXP1 30 SUBJECT-REL 10 "hoped" 64 3.9465590292214423D0 0.0037 
GG-EXP1 30 SUBJECT-REL 11 "for" 155 6.039496251668129D0 0.0037 
GG-EXP1 30 SUBJECT-REL 12 "the" 31 2.211208183319937D0 0.0037 
GG-EXP1 30 SUBJECT-REL 13 "story" 69 3.834284294823757D0 0.0037 
GG-EXP1 30 SUBJECT-REL 14 "*" 23 1.4497228906270292D0 0.0037 
GG-EXP1 30 OBJECT-REL 1 "the" 13 1.3453034212644608D0 0.0037 
GG-EXP1 30 OBJECT-REL 2 "reporter" 51 3.502543697161463D0 0.0037 
GG-EXP1 30 OBJECT-REL 3 "who" 39 2.723660550599988D0 0.0037 
GG-EXP1 30 OBJECT-REL 4 "the" 25 1.526374031507969D0 0.0037 
GG-EXP1 30 OBJECT-REL 5 "photographer" 41 2.918107057965046D0 0.0037 
GG-EXP1 30 OBJECT-REL 6 "sent" 119 5.771598125454961D0 0.0037 
GG-EXP1 30 OBJECT-REL 7 "to" 29 2.493280736476794D0 0.0037 
GG-EXP1 30 OBJECT-REL 5 "photographer" 52 3.2428144670096963D0 0.0037 
GG-EXP1 30 OBJECT-REL 7 "to" 32 2.3708870939654485D0 0.0037 
GG-EXP1 30 OBJECT-REL 8 "the" 47 4.064370842393068D0 0.0037 
GG-EXP1 30 OBJECT-REL 9 "editor" 109 5.483530695198149D0 0.0037 
GG-EXP1 30 OBJECT-REL 10 "hoped" 39 2.5013391497161126D0 0.0037 
GG-EXP1 30 OBJECT-REL 11 "for" 43 4.152177737637268D0 0.0037 
GG-EXP1 30 OBJECT-REL 8 "the" 17 1.90690983027252D0 0.0037 
GG-EXP1 30 OBJECT-REL 11 "for" 51 4.155141471724393D0 0.0037 
GG-EXP1 30 OBJECT-REL 12 "the" 20 1.6066963126941876D0 0.0037 
GG-EXP1 30 OBJECT-REL 13 "story" 48 4.285986272237181D0 0.0037 
GG-EXP1 30 OBJECT-REL 14 "*" 22 1.12026327673267D0 0.0037 
GG-EXP1 31 SUBJECT-REL 1 "the" 16 1.3796485885302778D0 0.0037 
GG-EXP1 31 SUBJECT-REL 2 "reporter" 81 4.873830090546533D0 0.0037 
GG-EXP1 31 SUBJECT-REL 3 "who" 23 1.5224051203527496D0 0.0037 
GG-EXP1 31 SUBJECT-REL 4 "sent" 19 1.5877557784445888D0 0.0037 
GG-EXP1 31 SUBJECT-REL 3 "who" 11 0.22418673247843893D0 0.0037 
GG-EXP1 31 SUBJECT-REL 4 "sent" 14 1.2872049120592388D0 0.0037 
GG-EXP1 31 SUBJECT-REL 5 "the" 28 2.5152485120670387D0 0.0037 
GG-EXP1 31 SUBJECT-REL 6 "photographer" 180 6.252558920151279D0 0.0037 
GG-EXP1 31 SUBJECT-REL 7 "to" 67 3.8289527738035507D0 0.0037 
GG-EXP1 31 SUBJECT-REL 8 "the" 14 1.2512498908518117D0 0.0037 
GG-EXP1 31 SUBJECT-REL 9 "editor" 24 1.9064785800110224D0 0.0037 
GG-EXP1 31 SUBJECT-REL 10 "hoped" 41 3.097286660103498D0 0.0037 
GG-EXP1 31 SUBJECT-REL 11 "for" 100 5.049727546769596D0 0.0037 
GG-EXP1 31 SUBJECT-REL 12 "the" 19 1.1356754993245781D0 0.0037 
GG-EXP1 31 SUBJECT-REL 13 "story" 32 2.6948607099209605D0 0.0037 
GG-EXP1 31 SUBJECT-REL 11 "for" 12 0.5890845958752635D0 0.0037 
GG-EXP1 31 SUBJECT-REL 13 "story" 46 3.06391917144519D0 0.0037 
GG-EXP1 31 SUBJECT-REL 14 "*" 76 4.322907970404491D0 0.0037 
GG-EXP1 31 OBJECT-REL 1 "the" 15 1.550182062571526D0 0.0037 
GG-EXP1 31 OBJECT-REL 2 "reporter" 50 3.89419033655179D0 0.0037 
GG-EXP1 31 OBJECT-REL 3 "who" 101 6.338475919891861D0 0.0037 
GG-EXP1 31 OBJECT-REL 4 "the" 13 1.1303809449751583D0 0.0037 
GG-EXP1 31 OBJECT-REL 3 "who" 11 0.16865702566823587D0 0.0037 
GG-EXP1 31 OBJECT-REL 4 "the" 17 1.460299819002885D0 0.0037 
GG-EXP1 31 OBJECT-REL 5 "photographer" 45 3.410920973938159D0 0.0037 
GG-EXP1 31 OBJECT-REL 6 "sent" 48 3.3257620620441193D0 0.0037 
GG-EXP1 31 OBJECT-REL 7 "to" 17 1.2616988526681563D0 0.0037 
GG-EXP1 31 OBJECT-REL 6 "sent" 16 0.19606837274189387D0 0.0037 
GG-EXP1 31 OBJECT-REL 7 "to" 16 1.4001105990442149D0 0.0037 
GG-EXP1 31 OBJECT-REL 8 "the" 41 2.7775144263466855D0 0.0037 
GG-EXP1 31 OBJECT-REL 9 "editor" 93 4.818051635380243D0 0.0037 
GG-EXP1 31 OBJECT-REL 10 "hoped" 25 2.4331686209878773D0 0.0037 
GG-EXP1 31 OBJECT-REL 11 "for" 61 3.7078424921943776D0 0.0037 
GG-EXP1 31 OBJECT-REL 12 "the" 19 1.9504824977103563D0 0.0037 
GG-EXP1 31 OBJECT-REL 13 "story" 36 3.8916619999067303D0 0.0037 
GG-EXP1 31 OBJECT-REL 10 "hoped" 24 1.5107125151584422D0 0.0037 
GG-EXP1 32 SUBJECT-REL 1 "the" 22 1.1194992389761471D0 0.0037 
GG-EXP1 32 SUBJECT-REL 2 "reporter" 34 2.422158699771698D0 0.0037 
GG-EXP1 32 SUBJECT-REL 3 "who" 56 4.17580178668733D0 0.0037 
GG-EXP1 32 SUBJECT-REL 4 "sent" 120 6.223097581862413D0 0.0037 
GG-EXP1 32 SUBJECT-REL 5 "the" 26 2.287782234785596D0 0.0037 
GG-EXP1 32 SUBJECT-REL 6 "photographer" 37 3.3275546811661565D0 0.0037 
GG-EXP1 32 SUBJECT-REL 7 "to" 23 2.69095991476701D0 0.0037 
GG-EXP1 32 SUBJECT-REL 8 "the" 24 2.525534269528281D0 0.0037 
GG-EXP1 32 SUBJECT-REL 9 "editor" 123 5.612018496127912D0 0.0037 
GG-EXP1 32 SUBJECT-REL 10 "hoped" 45 3.0143267479527736D0 0.0037 
GG-EXP1 32 SUBJECT-REL 11 "for" 15 1.6009300014621446D0 0.0037 
GG-EXP1 32 SUBJECT-REL 10 "hoped" 12 0.054454408647704906D0 0.0037 
GG-EXP1 32 SUBJECT-REL 11 "for" 27 2.095567363535452D0 0.0037 
GG-EXP1 32 SUBJECT-REL 12 "the" 42 3.7338934953189087D0 0.0037 
GG-EXP1 32 SUBJECT-REL 13 "story" 17 1.611249384747024D0 0.0037 
GG-EXP1 32 SUBJECT-REL 14 "*" 49 3.148501228946689D0 0.0037 
GG-EXP1 32 OBJECT-REL 1 "the" 19 1.0565987837152118D0 0.0037 
GG-EXP1 32 OBJECT-REL 2 "reporter" 40 3.4786549379367044D0 0.0037 
GG-EXP1 32 OBJECT-REL 3 "who" 27 2.9918289446948396D0 0.0037 
GG-EXP1 32 OBJECT-REL 4 "the" 21 1.0971755831974477D0 0.0037 
GG-EXP1 32 OBJECT-REL 5 "photographer" 54 4.633805366898967D0 0.0037 
GG-EXP1 32 OBJECT-REL 3 "who" 11 0.32813939024279387D0 0.0037 
GG-EXP1 32 OBJECT-REL 4 "the" 13 1.3389704182475899D0 0.0037 
GG-EXP1 32 OBJECT-REL 5 "photographer" 101 4.89133566507508D0 0.0037 
GG-EXP1 32 OBJECT-REL 6 "sent" 33 2.6510427776132635D0 0.0037 
GG-EXP1 32 OBJECT-REL 7 "to" 54 3.8150997137065668D0 0.0037 
GG-EXP1 32 OBJECT-REL 5 "photographer" 15 0.45345881490988155D0 0.0037 
GG-EXP1 32 OBJECT-REL 7 "to" 68 4.305593410219336D0 0.0037 
GG-EXP1 32 OBJECT-REL 8 "the" 22 1.7523172215048626D0 0.0037 
GG-EXP1 32 OBJECT-REL 9 "editor" 45 3.516526096493305D0 0.0037 
GG-EXP1 32 OBJECT-REL 10 "hoped" 28 1.9171042043724997D0 0.0037 
GG-EXP1 32 OBJECT-REL 11 "for" 56 3.6636382776459384D0 0.0037 
GG-EXP1 32 OBJECT-REL 12 "the" 37 2.3555790738143343D0 0.0037 
GG-EXP1 32 OBJECT-REL 13 "story" 47 3.902559093641959D0 0.0037 
GG-EXP1 32 OBJECT-REL 14 "*" 18 1.7797559670712626D0 0.0037 
GG-EXP1 33 SUBJECT-REL 1 "the" 18 1.1686356839790009D0 0.0037 
GG-EXP1 33 SUBJECT-REL 2 "reporter" 58 3.7599395325371474D0 0.0037 
GG-EXP1 33 SUBJECT-REL 3 "who" 203 6.8715231874991485D0 0.0037 
GG-EXP1 33 SUBJECT-REL 3 "who" 12 1.1005836997164773D0 0.0037 
GG-EXP1 33 SUBJECT-REL 4 "sent" 27 1.6162299485572416D0 0.0037 
GG-EXP1 33 SUBJECT-REL 5 "the" 22 1.722909699113592D0 0.0037 
GG-EXP1 33 SUBJECT-REL 6 "photographer" 79 4.376144292710486D0 0.0037 
GG-EXP1 33 SUBJECT-REL 7 "to" 50 3.3464579646393964D0 0.0037 
GG-EXP1 33 SUBJECT-REL 8 "the" 78 4.706701690612903D0 0.0037 
GG-EXP1 33 SUBJECT-REL 9 "editor" 33 2.244077123783998D0 0.0037 
GG-EXP1 33 SUBJECT-REL 10 "hoped" 29 2.473506853063859D0 0.0037 
GG-EXP1 33 SUBJECT-REL 11 "for" 42 4.1289353193244684D0 0.0037 
GG-EXP1 33 SUBJECT-REL 12 "the" 22 1.4150272387130052D0 0.0037 
GG-EXP1 33 SUBJECT-REL 13 "story" 43 2.9635690150540333D0 0.0037 
GG-EXP1 33 SUBJECT-REL 14 "*" 71 5.234181755455349D0 0.0037 
GG-EXP1 33 OBJECT-REL 1 "the" 14 1.3565864911972352D0 0.0037 
GG-EXP1 33 OBJECT-REL 2 "reporter" 61 4.329009732262168D0 0.0037 
GG-EXP1 33 OBJECT-REL 3 "who" 27 2.1432892487566435D0 0.0037 
GG-EXP1 33 OBJECT-REL 4 "the" 38 2.8302376234075517D0 0.0037 
GG-EXP1 33 OBJECT-REL 2 "reporter" 16 0.5887005790790573D0 0.0037 
GG-EXP1 33 OBJECT-REL 4 "the" 38 3.806299164799598D0 0.0037 
GG-EXP1 33 OBJECT-REL 5 "photographer" 162 6.199556703632168D0 0.0037 
GG-EXP1 33 OBJECT-REL 2 "reporter" 11 0.522963497272188D0 0.0037 
GG-EXP1 33 OBJECT-REL 3 "who" 33 2.502015829263477D0 0.0037 
GG-EXP1 33 OBJECT-REL 4 "the" 23 1.2880156670287357D0 0.0037 
GG-EXP1 33 OBJECT-REL 5 "photographer" 61 4.045575733036816D0 0.0037 
GG-EXP1 33 OBJECT-REL 6 "sent" 41 3.5214843475134905D0 0.0037 
GG-EXP1 33 OBJECT-REL 7 "to" 86 5.613566887120201D0 0.0037 
GG-EXP1 33 OBJECT-REL 8 "the" 30 1.982100700779536D0 0.0037 
GG-EXP1 33 OBJECT-REL 9 "editor" 43 3.4743145768270347D0 0.0037 
GG-EXP1 33 OBJECT-REL 10 "hoped" 42 2.6608015598611336D0 0.0037 
GG-EXP1 33 OBJECT-REL 11 "for" 20 1.5376370545121691D0 0.0037 
GG-EXP1 33 OBJECT-REL 10 "hoped" 15 0.32589807595755854D0 0.0037 
GG-EXP1 33 OBJECT-REL 11 "for" 22 1.575176912156615D0 0.0037 
GG-EXP1 33 OBJECT-REL 12 "the" 34 2.8494129514350974D0 0.0037 
GG-EXP1 33 OBJECT-REL 13 "story" 90 4.557596713944009D0 0.0037 
GG-EXP1 33 OBJECT-REL 14 "*" 20 1.6867257394635682D0 0.0037 
GG-EXP1 34 SUBJECT-REL 1 "the" 13 1.319538490727168D0 0.0037 
GG-EXP1 34 SUBJECT-REL 2 "reporter" 33 2.5041913680338608D0 0.0037 
GG-EXP1 34 SUBJECT-REL 3 "who" 24 2.6250752636034433D0 0.0037 
GG-EXP1 34 SUBJECT-REL 4 "sent" 14 1.269117334326395D0 0.0037 
GG-EXP1 34 SUBJECT-REL 5 "the" 29 3.0749333800101812D0 0.0037 
GG-EXP1 34 SUBJECT-REL 3 "who" 10 0.2452884228394777D0 0.0037 
GG-EXP1 34 SUBJECT-REL 5 "the" 47 3.7435044130171167D0 0.0037 
GG-EXP1 34 SUBJECT-REL 6 "photographer" 36 2.693116252210868D0 0.0037 
GG-EXP1 34 SUBJECT-REL 7 "to" 140 5.903743746666227D0 0.0037 
GG-EXP1 34 SUBJECT-REL 8 "the" 20 1.1602399387524496D0 0.0037 
GG-EXP1 34 SUBJECT-REL 9 "editor" 45 3.355492816850962D0 0.0037 
GG-EXP1 34 SUBJECT-REL 10 "hoped" 23 2.1730364732276017D0 0.0037 
GG-EXP1 34 SUBJECT-REL 11 "for" 17 1.6710627295431615D0 0.0037 
GG-EXP1 34 SUBJECT-REL 12 "the" 32 3.273222302468971D0 0.0037 
GG-EXP1 34 SUBJECT-REL 13 "story" 115 5.663634571599187D0 0.0037 
GG-EXP1 34 SUBJECT-REL 14 "*" 12 0.9592872698721373D0 0.0037 
GG-EXP1 34 OBJECT-REL 1 "the" 13 1.18257115074748D0 0.0037 
GG-EXP1 34 OBJECT-REL 2 "reporter" 40 3.8724776516215527D0 0.0037 
GG-EXP1 34 OBJECT-REL 3 "who" 18 2.1595399593487294D0 0.0037 
GG-EXP1 34 OBJECT-REL 4 "the" 42 3.5476885453927514D0 0.0037 
GG-EXP1 34 OBJECT-REL 1 "the" 24 2.7168644539202464D0 0.0037 
GG-EXP1 34 OBJECT-REL 4 "the" 54 3.431585485342426D0 0.0037 
GG-EXP1 34 OBJECT-REL 3 "who" 13 1.018840328810758D0 0.0037 
GG-EXP1 34 OBJECT-REL 4 "the" 16 1.2676908084622567D0 0.0037 
GG-EXP1 34 OBJECT-REL 5 "photographer" 45 3.3589224276183534D0 0.0037 
GG-EXP1 34 OBJECT-REL 6 "sent" 230 7.839450325377365D0 0.0037 
GG-EXP1 34 OBJECT-REL 7 "to" 20 1.1344457769885288D0 0.0037 
GG-EXP1 34 OBJECT-REL 6 "sent" 28 2.0661769453574457D0 0.0037 
GG-EXP1 34 OBJECT-REL 7 "to" 17 1.1423986202881504D0 0.0037 
GG-EXP1 34 OBJECT-REL 8 "the" 14 1.555672649606668D0 0.0037 
GG-EXP1 34 OBJECT-REL 6 "sent" 22 1.5291769825162285D0 0.0037 
GG-EXP1 34 OBJECT-REL 8 "the" 25 1.8855823818546245D0 0.0037 
GG-EXP1 34 OBJECT-REL 9 "editor" 52 3.7082876684018236D0 0.0037 
GG-EXP1 34 OBJECT-REL 10 "hoped" 28 3.0643257781429627D0 0.0037 
GG-EXP1 34 OBJECT-REL 11 "for" 67 4.377897002367236D0 0.0037 
GG-EXP1 34 OBJECT-REL 12 "the" 27 1.4909317607730779D0 0.0037 
GG-EXP1 34 OBJECT-REL 13 "story" 49 3.525450123928179D0 0.0037 
GG-EXP1 34 OBJECT-REL 11 "for" 15 0.0710185768828173D0 0.0037 
GG-EXP1 35 SUBJECT-REL 1 "the" 20 1.2902713235817722D0 0.0037 
GG-EXP1 35 SUBJECT-REL 2 "reporter" 29 3.250274500010636D0 0.0037 
GG-EXP1 35 SUBJECT-REL 3 "who" 50 3.3699918694106543D0 0.0037 
GG-EXP1 35 SUBJECT-REL 4 "sent" 31 2.010258196576518D0 0.0037 
GG-EXP1 35 SUBJECT-REL 5 "the" 19 1.2424983092320152D0 0.0037 
GG-EXP1 35 SUBJECT-REL 6 "photographer" 43 3.577342614702897D0 0.0037 
GG-EXP1 35 SUBJECT-REL 7 "to" 43 2.961494532422881D0 0.0037 
GG-EXP1 35 SUBJECT-REL 8 "the" 13 0.9044018848621048D0 0.0037 
GG-EXP1 35 SUBJECT-REL 9 "editor" 30 2.873030526293046D0 0.0037 
GG-EXP1 35 SUBJECT-REL 10 "hoped" 23 2.6976593187275864D0 0.0037 
GG-EXP1 35 SUBJECT-REL 11 "for" 83 4.964274192138066D0 0.0037 
GG-EXP1 35 SUBJECT-REL 12 "the" 19 0.9032166859674096D0 0.0037 
GG-EXP1 35 SUBJECT-REL 13 "story" 24 2.138761104127711D0 0.0037 
GG-EXP1 35 SUBJECT-REL 11 "for" 11 0.6656562987736286D0 0.0037 
GG-EXP1 35 SUBJECT-REL 13 "story" 35 2.554226806830981D0 0.0037 
GG-EXP1 35 SUBJECT-REL 14 "*" 19 2.0820017601227874D0 0.0037 
GG-EXP1 35 OBJECT-REL 1 "the" 21 1.2587591495427952D0 0.0037 
GG-EXP1 35 OBJECT-REL 2 "reporter" 65 4.068171960325017D0 0.0037 
GG-EXP1 35 OBJECT-REL 3 "who" 119 5.434490344163474D0 0.0037 
GG-EXP1 35 OBJECT-REL 4 "the" 21 2.0186297735839527D0 0.0037 
GG-EXP1 35 OBJECT-REL 5 "photographer" 113 5.5220116073931305D0 0.0037 
GG-EXP1 35 OBJECT-REL 2 "reporter" 26 1.7721064925462018D0 0.0037 
GG-EXP1 35 OBJECT-REL 3 "who" 39 2.806286129861084D0 0.0037 
GG-EXP1 35 OBJECT-REL 4 "the" 53 4.311030223480991D0 0.0037 
GG-EXP1 35 OBJECT-REL 5 "photographer" 25 2.8415298310049937D0 0.0037 
GG-EXP1 35 OBJECT-REL 6 "sent" 50 3.033158764004406D0 0.0037 
GG-EXP1 35 OBJECT-REL 7 "to" 40 3.818312036248529D0 0.0037 
GG-EXP1 35 OBJECT-REL 5 "photographer" 13 0.2164451771700598D0 0.0037 
GG-EXP1 35 OBJECT-REL 7 "to" 75 4.452271701414375D0 0.0037 
GG-EXP1 35 OBJECT-REL 8 "the" 27 1.8975018648666557D0 0.0037 
GG-EXP1 35 OBJECT-REL 9 "editor" 44 3.7585865946130883D0 0.0037 
GG-EXP1 35 OBJECT-REL 10 "hoped" 20 1.9980464655066008D0 0.0037 
GG-EXP1 35 OBJECT-REL 11 "for" 79 4.170546861954866D0 0.0037 
GG-EXP1 35 OBJECT-REL 12 "the" 26 1.5444821261518096D0 0.0037 
GG-EXP1 35 OBJECT-REL 13 "story" 21 1.8992871248134429D0 0.0037 
GG-EXP1 35 OBJECT-REL 14 "*" 27 3.1311700667529516D0 0.0037 
GG-EXP1 35 OBJECT-REL 12 "the" 14 0.12127741273579198D0 0.0037 
GG-EXP1 35 OBJECT-REL 14 "*" 42 3.1832778278749876D0 0.0037 
GG-EXP1 36 SUBJECT-REL 1 "the" 23 1.1522254255556428D0 0.0037 
GG-EXP1 36 SUBJECT-REL 2 "reporter" 49 3.841816629470104D0 0.0037 
GG-EXP1 36 SUBJECT-REL 3 "who" 30 2.1927788053457884D0 0.0037 
GG-EXP1 36 SUBJECT-REL 4 "sent" 21 2.057747514443415D0 0.0037 
GG-EXP1 36 SUBJECT-REL 5 "the" 69 3.899900522747743D0 0.0037 
GG-EXP1 36 SUBJECT-REL 6 "photographer" 104 5.525156560821266D0 0.0037 
GG-EXP1 36 SUBJECT-REL 7 "to" 60 4.101525649742906D0 0.0037 
GG-EXP1 36 SUBJECT-REL 8 "the" 205 6.697428011985117D0 0.0037 
GG-EXP1 36 SUBJECT-REL 8 "the" 18 1.3243935190543725D0 0.0037 
GG-EXP1 36 SUBJECT-REL 9 "editor" 13 0.8476309577096317D0 0.0037 
GG-EXP1 36 SUBJECT-REL 8 "the" 19 1.2144142317478661D0 0.0037 
GG-EXP1 36 SUBJECT-REL 9 "editor" 14 0.9819142582505647D0 0.0037 
GG-EXP1 36 SUBJECT-REL 10 "hoped" 57 3.571145596168843D0 0.0037 
GG-EXP1 36 SUBJECT-REL 11 "for" 86 5.311606919244428D0 0.0037 
GG-EXP1 36 SUBJECT-REL 12 "the" 16 1.9682769492915961D0 0.0037 
GG-EXP1 36 SUBJECT-REL 13 "story" 20 1.6388689545877533D0 0.0037 
GG-EXP1 36 SUBJECT-REL 14 "*" 29 2.9247749889126635D0 0.0037 
GG-EXP1 36 OBJECT-REL 1 "the" 13 1.2998307506434883D0 0.0037 
GG-EXP1 36 OBJECT-REL 2 "reporter" 42 4.22204246893401D0 0.0037 
GG-EXP1 36 OBJECT-REL 3 "who" 23 1.8186042194812249D0 0.0037 
GG-EXP1 36 OBJECT-REL 2 "reporter" 11 0.4503807986271996D0 0.0037 
GG-EXP1 37 SUBJECT-REL 1 "the" 19 1.5039871715140771D0 0.0037 
GG-EXP1 37 SUBJECT-REL 2 "reporter" 24 2.805011608704806D0 0.0037 
GG-EXP1 37 SUBJECT-REL 3 "who" 117 6.660511041857877D0 0.0037 
GG-EXP1 37 SUBJECT-REL 4 "sent" 23 1.1877692961308828D0 0.0037 
GG-EXP1 37 SUBJECT-REL 5 "the" 29 2.9819082394555223D0 0.0037 
GG-EXP1 37 SUBJECT-REL 3 "who" 12 0.45890934455565385D0 0.0037 
GG-EXP1 37 SUBJECT-REL 5 "the" 25 2.914911821965349D0 0.0037 
GG-EXP1 37 SUBJECT-REL 6 "photographer" 37 3.1145834644658352D0 0.0037 
GG-EXP1 37 SUBJECT-REL 7 "to" 26 2.892770580881222D0 0.0037 
GG-EXP1 37 SUBJECT-REL 8 "the" 25 1.625141450866418D0 0.0037 
GG-EXP1 37 SUBJECT-REL 9 "editor" 36 3.2026771692324196D0 0.0037 
GG-EXP1 37 SUBJECT-REL 6 "photographer" 39 2.535768550637641D0 0.0037 
GG-EXP1 37 SUBJECT-REL 9 "editor" 44 3.668862790651162D0 0.0037 
GG-EXP1 37 SUBJECT-REL 10 "hoped" 142 6.4605431359614585D0 0.0037 
GG-EXP1 37 SUBJECT-REL 11 "for" 19 1.5243667227486806D0 0.0037 
GG-EXP1 37 SUBJECT-REL 12 "the" 18 1.7414530068386476D0 0.0037 
GG-EXP1 37 SUBJECT-REL 13 "story" 37 3.696377618867785D0 0.0037 
GG-EXP1 37 SUBJECT-REL 14 "*" 16 1.2063107394213288D0 0.0037 
GG-EXP1 37 OBJECT-REL 1 "the" 21 1.638512102242924D0 0.0037 
GG-EXP1 37 OBJECT-REL 2 "reporter" 39 3.657587422637076D0 0.0037 
GG-EXP1 37 OBJECT-REL 3 "who" 24 2.868726384705217D0 0.0037 
GG-EXP1 37 OBJECT-REL 4 "the" 20 1.380706715466525D0 0.0037 
GG-EXP1 37 OBJECT-REL 3 "who" 14 0.43941791279318076D0 0.0037 
GG-EXP1 37 OBJECT-REL 4 "the" 21 1.5464648095985347D0 0.0037 
GG-EXP1 37 OBJECT-REL 5 "photographer" 30 3.095023842910419D0 0.0037 
GG-EXP1 37 OBJECT-REL 6 "sent" 119 6.325638654495616D0 0.0037 
